Country,"Cost per GB, excl conn (US$ PPP)",Country Code
Tanzania,16.87,TZA
India,16.84,IND
Argentina,16.83,ARG
Malaysia,16.82,MYS
Bolivia,16.81,BOL
Senegal,16.76,SEN
Belarus,16.73,BLR
Argentina,16.7,ARG
Serbia,16.69,SRB
United States,16.67,USA
Tanzania,16.66,TZA
Ukraine,16.66,UKR
Netherlands,16.61,NLD
Germany,16.58,DEU
Brazil,16.57,BRA
Chile,16.57,CHL
Chile,16.56,CHL
Colombia,16.44,COL
Bolivia,16.41,BOL
Poland,16.37,POL
Poland,16.37,POL
Nigeria,16.35,NGA
Nigeria,16.35,NGA
Nigeria,16.35,NGA
Nigeria,16.35,NGA
Colombia,16.31,COL
Paraguay,16.31,PRY
Paraguay,16.31,PRY
Mexico,16.29,MEX
Rwanda,16.29,RWA
Tanzania,16.27,TZA
"Hong Kong, China",16.26,HKG
Mexico,16.25,MEX
Mexico,16.25,MEX
Romania,16.23,ROM
Romania,16.23,ROM
Romania,16.23,ROM
Canada,16.2,CAN
Portugal,16.17,PRT
Afghanistan,16.15,AFG
Malaysia,16.15,MYS
Ghana,16.14,GHA
Ghana,16.14,GHA
Ghana,16.14,GHA
Germany,16.12,DEU
Australia,16.06,AUS
Zambia,16.05,ZMB
Chile,16.04,CHL
Nigeria,15.99,NGA
Kenya,15.88,KEN
Cote d'Ivoire,15.87,CIV
Cote d'Ivoire,15.87,CIV
Kenya,15.87,KEN
Bolivia,15.85,BOL
Mexico,15.82,MEX
Chile,15.81,CHL
Tanzania,15.81,TZA
Tajikistan,15.77,TJK
Ghana,15.76,GHA
Ghana,15.76,GHA
Saudi Arabia,15.75,SAU
Azerbaijan,15.73,AZE
Kazakhstan,15.71,KAZ
Thailand,15.68,THA
India,15.62,IND
Egypt,15.55,EGY
Germany,15.54,DEU
Senegal,15.52,SEN
Peru,15.51,PER
Indonesia,15.49,IDN
Indonesia,15.49,IDN
Indonesia,15.49,IDN
Tanzania,15.49,TZA
Bolivia,15.48,BOL
Iraq,15.46,IRQ
United Kingdom,15.45,GBR
Slovak Republic,15.43,SVK
Dominican Rep.,15.42,DOM
Dominican Rep.,15.42,DOM
Serbia,15.41,SRB
United Kingdom,15.39,GBR
Indonesia,15.33,IDN
Denmark,15.31,DNK
Colombia,15.29,COL
Mexico,15.21,MEX
Thailand,15.19,THA
Thailand,15.19,THA
Honduras,15.16,HND
Colombia,15.14,COL
Colombia,15.14,COL
Azerbaijan,15.1,AZE
United Kingdom,15.04,GBR
United Kingdom,15.04,GBR
Australia,15.03,AUS
Mexico,15.03,MEX
Bolivia,15.02,BOL
Mexico,15.01,MEX
Mexico,15.01,MEX
United States,15,USA
United States,15,USA
United States,15,USA
Nicaragua,14.99,NIC
South Africa,14.94,ZAF
Bulgaria,14.93,BGR
India,14.93,IND
Chile,14.92,CHL
Canada,14.85,CAN
Uganda,14.85,UGA
Uganda,14.85,UGA
Uganda,14.85,UGA
Bulgaria,14.83,BGR
Korea (South),14.8,KOR
Colombia,14.78,COL
Mozambique,14.78,MOZ
United Kingdom,14.73,GBR
Peru,14.72,PER
Uganda,14.68,UGA
Israel,14.67,ISR
Rwanda,14.66,RWA
Rwanda,14.66,RWA
Rwanda,14.66,RWA
Rwanda,14.66,RWA
Kenya,14.64,KEN
Bulgaria,14.58,BGR
Bulgaria,14.58,BGR
Colombia,14.58,COL
Netherlands,14.58,NLD
Nigeria,14.53,NGA
Nigeria,14.53,NGA
Colombia,14.49,COL
Iraq,14.49,IRQ
Iraq,14.49,IRQ
Iraq,14.49,IRQ
Iraq,14.49,IRQ
Tajikistan,14.46,TJK
Tanzania,14.46,TZA
Mozambique,14.43,MOZ
Singapore,14.34,SGP
Czech Republic,14.32,CZE
Kenya,14.29,KEN
United Arab Emirates,14.28,ARE
Bangladesh,14.26,BGD
Angola,14.25,AGO
Benin,14.25,BEN
Netherlands,14.24,NLD
Thailand,14.23,THA
United Arab Emirates,14.23,ARE
United Arab Emirates,14.23,ARE
Switzerland,14.15,CHE
Viet Nam,14.12,VNM
Brazil,14.07,BRA
Colombia,14.02,COL
Greece,14.01,GRC
Greece,14.01,GRC
Greece,14.01,GRC
Greece,14.01,GRC
Greece,14.01,GRC
Greece,13.94,GRC
Kenya,13.94,KEN
Spain,13.93,ESP
Greece,13.87,GRC
Madagascar,13.84,MDG
Madagascar,13.84,MDG
Madagascar,13.84,MDG
El Salvador,13.83,SLV
El Salvador,13.83,SLV
Pakistan,13.77,PAK
Pakistan,13.77,PAK
Bangladesh,13.75,BGD
Mozambique,13.69,MOZ
Mozambique,13.69,MOZ
"Hong Kong, China",13.67,HKG
Nigeria,13.63,NGA
Nigeria,13.63,NGA
Nigeria,13.63,NGA
Czech Republic,13.6,CZE
Dominican Rep.,13.56,DOM
Tanzania,13.55,TZA
Uganda,13.5,UGA
Mozambique,13.49,MOZ
Switzerland,13.47,CHE
Lao P.D.R.,13.43,LAO
Bulgaria,13.42,BGR
Kenya,13.42,KEN
Kenya,13.42,KEN
Colombia,13.34,COL
Colombia,13.34,COL
Thailand,13.31,THA
Thailand,13.29,THA
Brazil,13.25,BRA
Brazil,13.25,BRA
Spain,13.24,ESP
Spain,13.24,ESP
Guatemala,13.21,GTM
Guatemala,13.21,GTM
Guatemala,13.21,GTM
Guatemala,13.21,GTM
Poland,13.19,POL
Bangladesh,13.18,BGD
Chile,13.18,CHL
Chile,13.18,CHL
Poland,13.16,POL
Colombia,13.15,COL
Uzbekistan,13.15,UZB
Tajikistan,13.14,TJK
Switzerland,13.12,CHE
Switzerland,13.12,CHE
Kenya,13.1,KEN
Spain,13.07,ESP
Nicaragua,13.04,NIC
Chile,12.99,CHL
Dominican Rep.,12.97,DOM
India,12.97,IND
India,12.97,IND
Tanzania,12.95,TZA
El Salvador,12.91,SLV
South Africa,12.91,ZAF
Bolivia,12.9,BOL
United Kingdom,12.89,GBR
Brazil,12.87,BRA
Italy,12.86,ITA
Italy,12.86,ITA
Australia,12.84,AUS
Ukraine,12.81,UKR
Chile,12.8,CHL
Uganda,12.75,UGA
Israel,12.73,ISR
Switzerland,12.73,CHE
India,12.71,IND
India,12.71,IND
India,12.71,IND
India,12.71,IND
India,12.71,IND
India,12.69,IND
Romania,12.68,ROM
Romania,12.68,ROM
India,12.66,IND
Tanzania,12.65,TZA
Malaysia,12.62,MYS
Ghana,12.61,GHA
Ghana,12.61,GHA
Guatemala,12.61,GTM
Denmark,12.6,DNK
Saudi Arabia,12.6,SAU
Saudi Arabia,12.6,SAU
Jordan,12.59,JOR
Korea (South),12.59,KOR
Azerbaijan,12.58,AZE
Serbia,12.58,SRB
"Hong Kong, China",12.56,HKG
India,12.56,IND
Mozambique,12.55,MOZ
Saudi Arabia,12.54,SAU
Spain,12.54,ESP
Peru,12.51,PER
United States,12.5,USA
El Salvador,12.47,SLV
Guatemala,12.45,GTM
Sudan,12.44,SDN
Argentina,12.43,ARG
Israel,12.43,ISR
Israel,12.43,ISR
Israel,12.43,ISR
Belarus,12.38,BLR
Peru,12.37,PER
Thailand,12.36,THA
Thailand,12.36,THA
Bolivia,12.32,BOL
Bangladesh,12.31,BGD
El Salvador,12.29,SLV
Hungary,12.28,HUN
Tajikistan,12.27,TJK
Bolivia,12.23,BOL
Cote d'Ivoire,12.19,CIV
Korea (South),12.19,KOR
Mexico,12.18,MEX
Peru,12.18,PER
Kenya,12.17,KEN
Kenya,12.17,KEN
Canada,12.15,CAN
Ghana,12.11,GHA
Viet Nam,12.11,VNM
Viet Nam,12.11,VNM
Cambodia,12.1,KHM
United Kingdom,12.07,GBR
Nicaragua,12.05,NIC
Uzbekistan,12.03,UZB
Yemen,12.03,YEM
Singapore,11.95,SGP
China,11.94,CHN
Malaysia,11.92,MYS
Malaysia,11.92,MYS
Kenya,11.91,KEN
Kenya,11.91,KEN
Kenya,11.91,KEN
Cote d'Ivoire,11.9,CIV
Dominican Rep.,11.9,DOM
Hungary,11.89,HUN
Kenya,11.89,KEN
Kenya,11.89,KEN
Ukraine,11.87,UKR
India,11.86,IND
India,11.86,IND
Colombia,11.83,COL
Tajikistan,11.83,TJK
Ghana,11.82,GHA
Ghana,11.82,GHA
Ghana,11.82,GHA
Ghana,11.82,GHA
Bangladesh,11.81,BGD
United Kingdom,11.79,GBR
Poland,11.74,POL
Jordan,11.7,JOR
Greece,11.68,GRC
United States,11.66,USA
Uganda,11.63,UGA
Tunisia,11.59,TUN
United Kingdom,11.59,GBR
Bangladesh,11.58,BGD
Indonesia,11.58,IDN
Kenya,11.58,KEN
India,11.57,IND
Singapore,11.55,SGP
Belgium,11.54,BEL
Belgium,11.54,BEL
Bolivia,11.53,BOL
Ukraine,11.51,UKR
Mexico,11.46,MEX
Colombia,11.44,COL
India,11.44,IND
India,11.44,IND
India,11.44,IND
Serbia,11.43,SRB
India,11.42,IND
India,11.42,IND
India,11.39,IND
Honduras,11.37,HND
Mexico,11.36,MEX
Thailand,11.35,THA
Kenya,11.31,KEN
Tunisia,11.31,TUN
Uganda,11.29,UGA
Uganda,11.29,UGA
United Kingdom,11.28,GBR
Greece,11.21,GRC
Germany,11.19,DEU
Lao P.D.R.,11.19,LAO
Nepal,11.14,NPL
Romania,11.1,ROM
El Salvador,11.07,SLV
India,11.07,IND
United Kingdom,11.05,GBR
United Kingdom,11.05,GBR
United Kingdom,11.05,GBR
United Kingdom,11.05,GBR
United Kingdom,11.05,GBR
Brazil,11.04,BRA
Brazil,11.04,BRA
India,11.02,IND
India,11.02,IND
India,11.02,IND
Bolivia,11.01,BOL
Rwanda,11,RWA
Viet Nam,11,VNM
Mexico,10.97,MEX
Mexico,10.97,MEX
Nicaragua,10.97,NIC
Nicaragua,10.97,NIC
Colombia,10.96,COL
Kenya,10.96,KEN
Poland,10.91,POL
Nigeria,10.9,NGA
Nigeria,10.9,NGA
Cambodia,10.89,KHM
Paraguay,10.87,PRY
Bulgaria,10.86,BGR
Hungary,10.84,HUN
Malaysia,10.77,MYS
Malaysia,10.77,MYS
Malaysia,10.77,MYS
Lao P.D.R.,10.75,LAO
Lao P.D.R.,10.75,LAO
Lao P.D.R.,10.75,LAO
Russia,10.75,RUS
El Salvador,10.74,SLV
Nicaragua,10.71,NIC
Australia,10.7,AUS
Australia,10.7,AUS
Angola,10.69,AGO
Paraguay,10.69,PRY
Netherlands,10.68,NLD
Yemen,10.67,YEM
Poland,10.66,POL
India,10.62,IND
Bangladesh,10.61,BGD
Bangladesh,10.61,BGD
Slovak Republic,10.61,SVK
Brazil,10.6,BRA
"Hong Kong, China",10.6,HKG
Viet Nam,10.59,VNM
Romania,10.57,ROM
Singapore,10.55,SGP
Canada,10.53,CAN
Uzbekistan,10.52,UZB
Ghana,10.51,GHA
Ghana,10.51,GHA
Ghana,10.51,GHA
Greece,10.51,GRC
Tajikistan,10.51,TJK
Mexico,10.48,MEX
Poland,10.48,POL
Mozambique,10.46,MOZ
Thailand,10.45,THA
Philippines,10.43,PHL
Kenya,10.42,KEN
Germany,10.37,DEU
Indonesia,10.33,IDN
Indonesia,10.33,IDN
Yemen,10.31,YEM
Italy,10.29,ITA
Thailand,10.25,THA
Thailand,10.25,THA
Nigeria,10.22,NGA
Hungary,10.2,HUN
Singapore,10.17,SGP
India,10.15,IND
Thailand,10.15,THA
Ghana,10.13,GHA
South Africa,10.12,ZAF
Bangladesh,10.07,BGD
Brazil,10.06,BRA
Bulgaria,10.05,BGR
United Kingdom,10.02,GBR
Yemen,10.02,YEM
United States,10,USA
United States,10,USA
United States,10,USA
United States,10,USA
United States,10,USA
United States,10,USA
United States,10,USA
Japan,9.98,JPN
Paraguay,9.96,PRY
Guatemala,9.92,GTM
Chile,9.91,CHL
Chile,9.9,CHL
Chile,9.88,CHL
Kazakhstan,9.87,KAZ
Ghana,9.85,GHA
Ghana,9.85,GHA
Viet Nam,9.85,VNM
Madagascar,9.84,MDG
Ukraine,9.82,UKR
Ukraine,9.82,UKR
Nigeria,9.81,NGA
Hungary,9.78,HUN
Mexico,9.76,MEX
Kenya,9.75,KEN
Kenya,9.74,KEN
Angola,9.73,AGO
Egypt,9.72,EGY
Indonesia,9.72,IDN
Turkey,9.71,TUR
Czech Republic,9.69,CZE
Viet Nam,9.68,VNM
Viet Nam,9.68,VNM
Bangladesh,9.65,BGD
Colombia,9.65,COL
Nicaragua,9.64,NIC
Australia,9.63,AUS
Slovak Republic,9.63,SVK
India,9.6,IND
Singapore,9.58,SGP
China,9.55,CHN
Colombia,9.54,COL
Colombia,9.54,COL
India,9.53,IND
Kenya,9.53,KEN
Tajikistan,9.53,TJK
Honduras,9.52,HND
Kenya,9.52,KEN
Kenya,9.51,KEN
Egypt,9.49,EGY
Ghana,9.46,GHA
Ghana,9.46,GHA
Ghana,9.46,GHA
Ghana,9.46,GHA
Ghana,9.46,GHA
Turkey,9.46,TUR
Canada,9.45,CAN
Canada,9.45,CAN
Indonesia,9.45,IDN
Yemen,9.44,YEM
Colombia,9.4,COL
Ukraine,9.4,UKR
Zambia,9.34,ZMB
Italy,9.32,ITA
Viet Nam,9.31,VNM
Belarus,9.29,BLR
Bolivia,9.29,BOL
Peru,9.28,PER
Tunisia,9.28,TUN
Dominican Rep.,9.27,DOM
Portugal,9.26,PRT
Portugal,9.26,PRT
South Africa,9.26,ZAF
South Africa,9.26,ZAF
Malaysia,9.25,MYS
Bangladesh,9.23,BGD
Bangladesh,9.23,BGD
El Salvador,9.22,SLV
El Salvador,9.22,SLV
El Salvador,9.22,SLV
Yemen,9.22,YEM
El Salvador,9.21,SLV
Uzbekistan,9.21,UZB
Tajikistan,9.2,TJK
Rwanda,9.17,RWA
Indonesia,9.11,IDN
Indonesia,9.08,IDN
Portugal,9.08,PRT
Cambodia,9.07,KHM
Cambodia,9.07,KHM
Paraguay,9.06,PRY
Tanzania,9.04,TZA
Tanzania,9.04,TZA
Thailand,9.01,THA
Jordan,9,JOR
Paraguay,8.97,PRY
Bangladesh,8.95,BGD
Bolivia,8.95,BOL
Malaysia,8.94,MYS
Chile,8.93,CHL
Nicaragua,8.92,NIC
Canada,8.91,CAN
Guatemala,8.91,GTM
Chile,8.9,CHL
Poland,8.88,POL
Cambodia,8.86,KHM
El Salvador,8.86,SLV
United Kingdom,8.84,GBR
India,8.8,IND
Denmark,8.78,DNK
Korea (South),8.77,KOR
United States,8.75,USA
Turkey,8.74,TUR
Sweden,8.73,SWE
Romania,8.72,ROM
Nicaragua,8.69,NIC
Viet Nam,8.67,VNM
Belgium,8.65,BEL
Belgium,8.65,BEL
United Kingdom,8.65,GBR
India,8.64,IND
India,8.64,IND
El Salvador,8.61,SLV
Paraguay,8.61,PRY
Bangladesh,8.59,BGD
Malaysia,8.59,MYS
Australia,8.56,AUS
Angola,8.55,AGO
Angola,8.55,AGO
Angola,8.55,AGO
Thailand,8.53,THA
Indonesia,8.51,IDN
Indonesia,8.51,IDN
Romania,8.45,ROM
Greece,8.41,GRC
Malaysia,8.41,MYS
Bulgaria,8.38,BGR
Greece,8.38,GRC
Turkey,8.37,TUR
Turkey,8.37,TUR
Hungary,8.36,HUN
Nepal,8.36,NPL
Honduras,8.34,HND
Honduras,8.34,HND
Viet Nam,8.34,VNM
United States,8.33,USA
United States,8.33,USA
Azerbaijan,8.3,AZE
Guatemala,8.3,GTM
Sri Lanka,8.29,LKA
"Taiwan, China",8.28,TWN
Italy,8.27,ITA
Ukraine,8.26,UKR
Belarus,8.25,BLR
Chile,8.25,CHL
Nicaragua,8.22,NIC
Yemen,8.21,YEM
Austria,8.15,AUT
India,8.14,IND
Thailand,8.14,THA
Thailand,8.14,THA
"Hong Kong, China",8.13,HKG
India,8.13,IND
Netherlands,8.13,NLD
Canada,8.1,CAN
"Hong Kong, China",8.09,HKG
Afghanistan,8.08,AFG
Thailand,8.08,THA
India,8.05,IND
Australia,8.03,AUS
Australia,8.03,AUS
Japan,8.01,JPN
United States,8,USA
United States,8,USA
Poland,7.99,POL
Poland,7.99,POL
Cambodia,7.98,KHM
Morocco,7.98,MAR
Argentina,7.96,ARG
India,7.95,IND
India,7.95,IND
Poland,7.94,POL
Bolivia,7.93,BOL
Romania,7.93,ROM
Egypt,7.91,EGY
Colombia,7.9,COL
Malaysia,7.89,MYS
Ghana,7.88,GHA
Indonesia,7.88,IDN
Rwanda,7.88,RWA
Saudi Arabia,7.88,SAU
Singapore,7.88,SGP
Viet Nam,7.88,VNM
Viet Nam,7.88,VNM
Viet Nam,7.88,VNM
Bangladesh,7.83,BGD
Hungary,7.8,HUN
Kazakhstan,7.79,KAZ
Sudan,7.78,SDN
Argentina,7.77,ARG
Hungary,7.77,HUN
Hungary,7.77,HUN
Indonesia,7.74,IDN
Argentina,7.73,ARG
Mexico,7.73,MEX
Peru,7.73,PER
Tunisia,7.73,TUN
Singapore,7.7,SGP
El Salvador,7.68,SLV
Hungary,7.67,HUN
Hungary,7.65,HUN
India,7.65,IND
Argentina,7.64,ARG
India,7.63,IND
India,7.63,IND
India,7.63,IND
India,7.63,IND
Guatemala,7.6,GTM
Hungary,7.6,HUN
Egypt,7.59,EGY
Indonesia,7.56,IDN
Indonesia,7.56,IDN
Indonesia,7.56,IDN
Indonesia,7.56,IDN
Indonesia,7.56,IDN
Indonesia,7.56,IDN
Azerbaijan,7.55,AZE
Bangladesh,7.55,BGD
Italy,7.54,ITA
Germany,7.52,DEU
Bulgaria,7.51,BGR
United States,7.5,USA
United States,7.5,USA
Guatemala,7.47,GTM
Guatemala,7.44,GTM
Guatemala,7.44,GTM
Guatemala,7.44,GTM
Poland,7.41,POL
Korea (South),7.4,KOR
Jordan,7.38,JOR
Azerbaijan,7.37,AZE
Azerbaijan,7.37,AZE
United Kingdom,7.37,GBR
Bulgaria,7.33,BGR
Bulgaria,7.33,BGR
Mexico,7.33,MEX
Mexico,7.33,MEX
Mexico,7.32,MEX
Mexico,7.32,MEX
Belarus,7.29,BLR
Germany,7.26,DEU
Malaysia,7.26,MYS
Paraguay,7.25,PRY
Viet Nam,7.25,VNM
Tanzania,7.23,TZA
Tanzania,7.23,TZA
India,7.2,IND
India,7.2,IND
Mexico,7.2,MEX
Brazil,7.18,BRA
Brazil,7.18,BRA
Russia,7.18,RUS
Czech Republic,7.17,CZE
El Salvador,7.17,SLV
Malaysia,7.15,MYS
Honduras,7.14,HND
United States,7.14,USA
Romania,7.13,ROM
Romania,7.13,ROM
United States,7.1,USA
Viet Nam,7.09,VNM
Colombia,7.05,COL
Philippines,7.02,PHL
El Salvador,7.01,SLV
Greece,7.01,GRC
Greece,7.01,GRC
Greece,7.01,GRC
Russia,7,RUS
United States,7,USA
United States,7,USA
Spain,6.97,ESP
Tunisia,6.96,TUN
Belgium,6.92,BEL
Denmark,6.92,DNK
El Salvador,6.92,SLV
Mexico,6.92,MEX
Russia,6.91,RUS
Switzerland,6.91,CHE
Canada,6.88,CAN
Canada,6.88,CAN
United States,6.88,USA
Bangladesh,6.87,BGD
Belarus,6.87,BLR
United States,6.83,USA
Cambodia,6.81,KHM
Cambodia,6.81,KHM
Russia,6.79,RUS
Switzerland,6.77,CHE
Switzerland,6.77,CHE
Switzerland,6.77,CHE
Switzerland,6.77,CHE
Viet Nam,6.76,VNM
Singapore,6.74,SGP
Pakistan,6.73,PAK
Pakistan,6.73,PAK
Lao P.D.R.,6.72,LAO
Bangladesh,6.71,BGD
Philippines,6.69,PHL
Sweden,6.69,SWE
Austria,6.68,AUT
Colombia,6.68,COL
Colombia,6.68,COL
United States,6.67,USA
United States,6.67,USA
United States,6.67,USA
Poland,6.66,POL
Cambodia,6.65,KHM
Yemen,6.65,YEM
Singapore,6.64,SGP
Indonesia,6.62,IDN
Bolivia,6.61,BOL
Chile,6.61,CHL
Colombia,6.59,COL
Australia,6.58,AUS
Lao P.D.R.,6.56,LAO
Lao P.D.R.,6.56,LAO
Lao P.D.R.,6.56,LAO
Israel,6.55,ISR
Honduras,6.5,HND
United States,6.5,USA
Canada,6.48,CAN
Canada,6.48,CAN
El Salvador,6.46,SLV
Indonesia,6.45,IDN
Indonesia,6.45,IDN
Russia,6.44,RUS
Australia,6.42,AUS
Australia,6.42,AUS
Australia,6.42,AUS
Australia,6.42,AUS
Australia,6.41,AUS
Dominican Rep.,6.41,DOM
United Arab Emirates,6.41,ARE
Poland,6.39,POL
"Hong Kong, China",6.38,HKG
India,6.36,IND
India,6.36,IND
Cote d'Ivoire,6.35,CIV
Russia,6.35,RUS
Bolivia,6.34,BOL
Bolivia,6.34,BOL
Bolivia,6.34,BOL
Egypt,6.33,EGY
Egypt,6.33,EGY
Tunisia,6.33,TUN
Indonesia,6.3,IDN
Indonesia,6.3,IDN
Indonesia,6.3,IDN
Saudi Arabia,6.3,SAU
Saudi Arabia,6.3,SAU
Singapore,6.3,SGP
Viet Nam,6.3,VNM
Italy,6.28,ITA
Saudi Arabia,6.27,SAU
Saudi Arabia,6.24,SAU
Hungary,6.23,HUN
Hungary,6.23,HUN
Germany,6.22,DEU
Belarus,6.19,BLR
Chile,6.19,CHL
Chile,6.19,CHL
Tunisia,6.18,TUN
Niger,6.17,NER
Madagascar,6.15,MDG
Madagascar,6.15,MDG
Madagascar,6.15,MDG
Switzerland,6.15,CHE
El Salvador,6.14,SLV
Hungary,6.12,HUN
Australia,6.1,AUS
Korea (South),6.09,KOR
Korea (South),6.09,KOR
Brazil,6.07,BRA
Cambodia,6.05,KHM
Indonesia,6.05,IDN
Indonesia,6.05,IDN
Indonesia,6.05,IDN
Indonesia,6.05,IDN
Bangladesh,6.04,BGD
Guatemala,5.97,GTM
Guatemala,5.95,GTM
Cambodia,5.91,KHM
Poland,5.91,POL
Serbia,5.91,SRB
Denmark,5.9,DNK
Bulgaria,5.89,BGR
Israel,5.87,ISR
Germany,5.84,DEU
Guatemala,5.83,GTM
Turkey,5.82,TUR
Germany,5.81,DEU
Viet Nam,5.81,VNM
Bangladesh,5.79,BGD
Chile,5.78,CHL
Singapore,5.78,SGP
Slovak Republic,5.78,SVK
France,5.77,FRA
Bangladesh,5.71,BGD
United Arab Emirates,5.71,ARE
Honduras,5.69,HND
Honduras,5.69,HND
Honduras,5.69,HND
Honduras,5.69,HND
Canada,5.67,CAN
Canada,5.67,CAN
Canada,5.67,CAN
Paraguay,5.66,PRY
Netherlands,5.63,NLD
Australia,5.62,AUS
Russia,5.62,RUS
Germany,5.6,DEU
Germany,5.6,DEU
Greece,5.6,GRC
Greece,5.6,GRC
Greece,5.59,GRC
India,5.59,IND
Sri Lanka,5.58,LKA
Sweden,5.58,SWE
Sweden,5.58,SWE
Australia,5.57,AUS
Spain,5.57,ESP
Sweden,5.57,SWE
Guatemala,5.56,GTM
Bolivia,5.55,BOL
Bolivia,5.55,BOL
El Salvador,5.54,SLV
El Salvador,5.54,SLV
El Salvador,5.54,SLV
Sweden,5.54,SWE
Sweden,5.54,SWE
Sweden,5.54,SWE
El Salvador,5.53,SLV
"Hong Kong, China",5.52,HKG
Russia,5.52,RUS
Russia,5.52,RUS
Nicaragua,5.48,NIC
Russia,5.47,RUS
Russia,5.47,RUS
Sri Lanka,5.47,LKA
Sri Lanka,5.47,LKA
Sudan,5.47,SDN
Cambodia,5.44,KHM
Bolivia,5.42,BOL
Egypt,5.42,EGY
Egypt,5.42,EGY
Canada,5.4,CAN
Jordan,5.4,JOR
Paraguay,5.4,PRY
Switzerland,5.39,CHE
Switzerland,5.39,CHE
Switzerland,5.39,CHE
Malaysia,5.38,MYS
Nicaragua,5.35,NIC
Nicaragua,5.35,NIC
Sri Lanka,5.34,LKA
Poland,5.33,POL
Cambodia,5.32,KHM
Cambodia,5.32,KHM
Cambodia,5.32,KHM
Sri Lanka,5.32,LKA
Sri Lanka,5.32,LKA
Sri Lanka,5.32,LKA
Sri Lanka,5.32,LKA
Poland,5.31,POL
Poland,5.3,POL
Poland,5.3,POL
Sri Lanka,5.29,LKA
Finland,5.28,FIN
Romania,5.28,ROM
Romania,5.28,ROM
Bulgaria,5.26,BGR
Malaysia,5.26,MYS
Paraguay,5.25,PRY
Germany,5.23,DEU
Australia,5.22,AUS
Switzerland,5.18,CHE
Sri Lanka,5.16,LKA
Sri Lanka,5.16,LKA
Romania,5.15,ROM
Morocco,5.13,MAR
Morocco,5.13,MAR
Bolivia,5.09,BOL
Singapore,5.09,SGP
India,5.08,IND
India,5.08,IND
Serbia,5.08,SRB
Egypt,5.06,EGY
Germany,5.04,DEU
Indonesia,5.04,IDN
Indonesia,5.04,IDN
Indonesia,5.04,IDN
Russia,5.03,RUS
Bangladesh,5.02,BGD
Italy,5.02,ITA
Italy,5.02,ITA
Poland,5,POL
Germany,4.98,DEU
Guatemala,4.98,GTM
Guatemala,4.98,GTM
India,4.98,IND
Hungary,4.97,HUN
Sri Lanka,4.97,LKA
Chile,4.96,CHL
Chile,4.96,CHL
Dominican Rep.,4.96,DOM
Sri Lanka,4.96,LKA
Indonesia,4.94,IDN
Indonesia,4.94,IDN
Germany,4.92,DEU
Russia,4.9,RUS
Spain,4.88,ESP
Canada,4.86,CAN
Turkey,4.85,TUR
India,4.83,IND
France,4.81,FRA
Singapore,4.81,SGP
Paraguay,4.8,PRY
Singapore,4.8,SGP
Switzerland,4.77,CHE
Romania,4.76,ROM
Romania,4.76,ROM
Sweden,4.76,SWE
Kazakhstan,4.75,KAZ
Sri Lanka,4.75,LKA
Egypt,4.74,EGY
Egypt,4.74,EGY
Sri Lanka,4.74,LKA
Austria,4.73,AUT
Austria,4.73,AUT
Turkey,4.73,TUR
Yemen,4.73,YEM
Australia,4.71,AUS
United Kingdom,4.71,GBR
Bangladesh,4.7,BGD
Russia,4.7,RUS
Dominican Rep.,4.65,DOM
Tunisia,4.64,TUN
Tunisia,4.64,TUN
Dominican Rep.,4.6,DOM
France,4.6,FRA
Russia,4.6,RUS
Indonesia,4.54,IDN
Azerbaijan,4.53,AZE
Sri Lanka,4.53,LKA
Jordan,4.5,JOR
Italy,4.49,ITA
Lao P.D.R.,4.48,LAO
Malaysia,4.47,MYS
Sri Lanka,4.47,LKA
Sweden,4.47,SWE
Sweden,4.47,SWE
Singapore,4.46,SGP
Russia,4.45,RUS
Sri Lanka,4.45,LKA
Bolivia,4.44,BOL
Poland,4.44,POL
Sri Lanka,4.44,LKA
El Salvador,4.43,SLV
Bulgaria,4.42,BGR
Sweden,4.42,SWE
India,4.41,IND
Sri Lanka,4.38,LKA
Sri Lanka,4.38,LKA
Germany,4.36,DEU
Indonesia,4.32,IDN
Sri Lanka,4.32,LKA
Sri Lanka,4.27,LKA
Indonesia,4.25,IDN
Romania,4.23,ROM
Greece,4.2,GRC
Indonesia,4.2,IDN
Belarus,4.17,BLR
Indonesia,4.16,IDN
Hungary,4.12,HUN
Romania,4.12,ROM
Morocco,4.11,MAR
Sri Lanka,4.09,LKA
Guatemala,4.08,GTM
Australia,4.07,AUS
Dominican Rep.,4.07,DOM
India,4.07,IND
Azerbaijan,4.06,AZE
Australia,4.01,AUS
Sri Lanka,4.01,LKA
Sri Lanka,4.01,LKA
Cambodia,3.99,KHM
Czech Republic,3.99,CZE
Indonesia,3.98,IDN
Poland,3.98,POL
Morocco,3.97,MAR
Kazakhstan,3.91,KAZ
Austria,3.9,AUT
Honduras,3.9,HND
Sudan,3.89,SDN
Argentina,3.88,ARG
Slovak Republic,3.86,SVK
Tunisia,3.86,TUN
Singapore,3.85,SGP
Singapore,3.84,SGP
Singapore,3.84,SGP
Hungary,3.83,HUN
Russia,3.83,RUS
Singapore,3.83,SGP
Singapore,3.83,SGP
Honduras,3.81,HND
El Salvador,3.78,SLV
Indonesia,3.78,IDN
Slovak Republic,3.78,SVK
Indonesia,3.76,IDN
Romania,3.7,ROM
Argentina,3.69,ARG
Azerbaijan,3.69,AZE
Azerbaijan,3.69,AZE
El Salvador,3.69,SLV
